Date,Open,High,Low,Close,Adj Close,Volume
2018-04-04,44.070000,45.619999,44.040001,45.509998,43.280323,18505900
2018-04-05,45.730000,46.180000,45.549999,45.959999,43.708279,12313000
2018-04-06,45.509998,45.750000,44.599998,44.830002,42.633644,13893600
2018-04-09,45.110001,45.650002,44.880001,44.900002,42.700214,15200000
2018-04-10,45.549999,46.070000,45.459999,45.820000,43.575138,14868900
2018-04-11,45.400002,45.990002,45.360001,45.610001,43.375423,14911400
2018-04-12,45.689999,46.169998,45.650002,45.880001,43.632195,13970300
2018-04-13,46.310001,46.529999,45.610001,46.080002,43.822403,12493600
2018-04-16,46.029999,46.389999,45.599998,46.049999,43.975189,11639000
2018-04-17,46.410000,46.930000,46.389999,46.660000,44.557709,10762700
2018-04-18,46.680000,47.290001,46.680000,47.080002,44.958786,11312900
2018-04-19,46.990002,47.110001,46.700001,46.820000,44.710499,8563200
2018-04-20,46.470001,46.619999,45.980000,46.230000,44.147076,15675600
2018-04-23,46.380001,46.470001,45.720001,45.799999,43.736446,14904400
2018-04-24,45.930000,46.369999,45.279999,45.529999,43.478615,13357000
2018-04-25,45.419998,45.840000,45.049999,45.750000,43.688702,12637500
2018-04-26,46.090000,46.209999,45.900002,45.959999,43.889248,12175800
2018-04-27,46.119999,46.119999,45.470001,45.529999,43.478615,14420800
2018-04-30,45.660000,46.020000,45.560001,45.669998,43.612309,13896600
2018-05-01,45.389999,45.950001,45.389999,45.950001,43.879704,8838000
2018-05-02,45.889999,46.080002,45.470001,45.509998,43.459515,10715200
2018-05-03,45.360001,45.389999,44.490002,45.060001,43.029800,15370200
2018-05-04,44.930000,45.919998,44.799999,45.709999,43.650513,10571800
2018-05-07,45.939999,46.240002,45.779999,46.070000,43.994293,9006000
2018-05-08,45.880001,45.990002,45.549999,45.939999,43.870144,9830600
2018-05-09,46.230000,46.680000,45.980000,46.580002,44.481308,11822400
2018-05-10,46.799999,47.099998,46.610001,46.930000,44.815540,10974200
2018-05-11,47.110001,47.150002,46.639999,46.820000,44.710499,9498100
2018-05-14,46.810001,47.259998,46.689999,46.820000,44.710499,9689500
2018-05-15,46.509998,46.820000,46.250000,46.810001,44.700951,11304900
2018-05-16,46.930000,46.930000,46.450001,46.730000,44.624546,9874200
2018-05-17,46.689999,47.060001,46.419998,46.540001,44.443111,10162300
2018-05-18,46.689999,46.790001,46.240002,46.320000,44.233021,13517300
2018-05-21,46.529999,47.290001,46.490002,47.209999,45.082920,13416300
2018-05-22,47.240002,47.540001,46.310001,46.369999,44.280777,18505100
2018-05-23,46.080002,46.970001,46.020000,46.900002,44.786903,9204400
2018-05-24,46.660000,46.939999,46.139999,46.459999,44.366714,12497700
2018-05-25,46.490002,47.169998,46.480000,47.000000,44.882385,11354300
2018-05-29,46.549999,46.799999,46.040001,46.259998,44.175732,12427800
2018-05-30,46.630001,47.230000,46.430000,47.049999,44.930134,11906500
2018-05-31,46.930000,47.169998,46.709999,46.720001,44.615013,13062400
2018-06-01,47.080002,47.360001,46.900002,47.349998,45.216614,10863200
2018-06-04,47.480000,47.570000,47.230000,47.320000,45.187965,12178400
2018-06-05,47.330002,47.419998,46.810001,47.130001,45.006535,13430900
2018-06-06,47.419998,47.810001,47.099998,47.750000,45.598595,13299100
2018-06-07,47.930000,48.029999,47.419998,47.680000,45.531750,13714100
2018-06-08,47.410000,48.380001,47.410000,48.180000,46.009220,14515400
2018-06-11,48.150002,48.389999,47.970001,48.189999,46.018772,12521100
2018-06-12,48.209999,48.590000,48.160000,48.450001,46.267059,14713600
2018-06-13,48.110001,48.669998,48.090000,48.270000,46.095169,18053300
2018-06-14,47.009998,47.020000,45.660000,45.900002,43.831951,37001300
2018-06-15,45.869999,46.490002,45.189999,46.279999,44.194828,28120400
2018-06-18,45.820000,46.599998,45.459999,46.520000,44.424011,21474100
2018-06-19,45.840000,46.410000,45.770000,46.270000,44.185280,22764900
2018-06-20,43.509998,44.790001,42.570000,42.820000,40.890717,59129000
2018-06-21,43.180000,43.840000,42.980000,43.099998,41.158100,32635100
2018-06-22,43.200001,44.299999,43.160000,44.099998,42.113041,29735100
2018-06-25,43.570000,44.470001,43.490002,44.279999,42.284939,24640500
2018-06-26,44.459999,44.849998,44.369999,44.410000,42.409084,20717500
2018-06-27,44.570000,44.740002,43.439999,43.450001,41.492329,26360100
2018-06-28,43.509998,44.020000,43.360001,43.840000,41.864765,20918400
2018-06-29,44.040001,44.529999,43.750000,44.060001,42.074852,22144900
2018-07-02,43.959999,44.970001,43.770000,44.950001,42.924747,20655500
2018-07-03,44.990002,44.990002,44.520000,44.720001,42.705112,16783300
2018-07-05,45.150002,45.470001,44.990002,45.410000,43.364029,21916200
2018-07-06,45.459999,46.189999,45.270000,46.000000,43.927444,20764300
2018-07-09,46.130001,46.790001,46.060001,46.730000,44.624546,25125700
2018-07-10,46.830002,47.360001,46.680000,46.990002,44.872841,27422000
2018-07-11,46.820000,47.759998,46.709999,47.639999,45.493553,22802600
2018-07-12,47.790001,48.200001,47.750000,48.150002,45.980564,24857900
2018-07-13,47.970001,48.810001,47.830002,48.630001,46.438946,25771400
2018-07-16,48.619999,48.619999,47.950001,48.459999,46.458118,22949600
2018-07-17,48.290001,48.990002,48.150002,48.900002,46.879951,18823100
2018-07-18,48.790001,49.000000,48.400002,48.639999,46.630684,19234700
2018-07-19,48.400002,48.720001,48.209999,48.439999,46.438946,16656500
2018-07-20,48.490002,48.709999,48.360001,48.520000,46.515640,17232900
2018-07-23,48.619999,48.669998,48.049999,48.669998,46.659443,17990200
2018-07-24,48.750000,49.099998,48.560001,48.669998,46.659443,19885500
2018-07-25,48.520000,48.970001,48.500000,48.950001,46.927872,16354900
2018-07-26,48.849998,49.169998,48.759998,48.869999,46.851181,15229900
2018-07-27,48.990002,49.119999,48.380001,48.630001,46.621094,14856100
2018-07-30,48.580002,48.580002,47.459999,47.730000,45.758270,20167300
2018-07-31,47.900002,48.080002,47.389999,47.680000,45.710335,18808100
2018-08-01,47.910000,48.220001,47.150002,47.349998,45.393970,22933600
2018-08-02,47.040001,48.070000,46.630001,47.900002,45.921257,14227400
2018-08-03,47.919998,48.480000,47.900002,48.470001,46.467709,14295800
2018-08-06,48.290001,48.759998,48.220001,48.669998,46.659443,13529300
2018-08-07,48.939999,48.950001,48.470001,48.480000,46.477287,11608000
2018-08-08,48.419998,48.619999,48.259998,48.389999,46.391003,10849400
2018-08-09,48.270000,48.709999,48.270000,48.540001,46.534813,14708000
2018-08-10,48.369999,48.720001,48.230000,48.320000,46.323906,10502200
2018-08-13,48.340000,48.590000,47.970001,48.009998,46.026707,12152100
2018-08-14,48.119999,48.349998,47.939999,48.230000,46.237617,11513700
2018-08-15,48.099998,48.259998,47.529999,47.840000,45.863735,14091000
2018-08-16,48.139999,48.450001,48.040001,48.099998,46.112988,11874300
2018-08-17,48.209999,48.500000,47.990002,48.360001,46.362247,11412000
2018-08-20,48.400002,48.599998,48.259998,48.419998,46.419773,11936700
2018-08-21,48.580002,48.639999,48.369999,48.410000,46.410187,10187600
2018-08-22,48.340000,48.910000,48.240002,48.799999,46.784073,11639400
2018-08-23,48.799999,49.340000,48.680000,48.959999,46.937466,11026700
2018-08-24,49.000000,49.389999,48.970001,49.259998,47.225075,14011700
2018-08-27,49.410000,49.700001,49.290001,49.330002,47.292183,12253300
2018-08-28,49.389999,49.430000,48.599998,48.639999,46.630684,15475700
2018-08-29,48.639999,49.099998,48.639999,48.889999,46.870358,17307700
2018-08-30,48.889999,48.889999,48.310001,48.380001,46.381424,15154900
2018-08-31,48.380001,48.630001,48.349998,48.580002,46.573166,17844100
2018-09-04,48.360001,48.830002,48.160000,48.580002,46.573166,17289000
2018-09-05,48.410000,48.490002,47.790001,48.040001,46.055470,16437700
2018-09-06,47.950001,48.220001,47.520000,47.709999,45.739098,18456100
2018-09-07,47.459999,47.990002,47.330002,47.810001,45.834972,20513900
2018-09-10,48.000000,49.049999,48.000000,48.860001,46.841599,20390600
2018-09-11,48.520000,49.049999,48.520000,48.919998,46.899109,14877200
2018-09-12,48.750000,49.470001,48.619999,49.340000,47.301769,17058700
2018-09-13,49.279999,49.750000,48.880001,48.959999,46.937466,22124400
2018-09-14,48.939999,49.450001,48.939999,49.250000,47.215481,20066100
2018-09-17,49.310001,49.939999,49.110001,49.180000,47.148380,29225000
2018-09-18,47.509998,49.540001,47.360001,49.029999,47.004570,33451100
2018-09-19,48.919998,49.540001,48.660000,49.430000,47.388046,20904800
2018-09-20,49.660000,51.080002,49.560001,50.430000,48.346733,26973500
2018-09-21,50.830002,51.119999,50.349998,51.099998,48.989059,50751900
2018-09-24,50.810001,51.599998,50.709999,51.240002,49.123276,23906100
2018-09-25,51.389999,51.930000,50.970001,51.720001,49.583454,18665800
2018-09-26,51.750000,52.110001,51.560001,51.630001,49.497169,18131000
2018-09-27,51.560001,52.020000,51.330002,51.689999,49.554688,17993500
2018-09-28,51.540001,52.009998,51.490002,51.560001,49.430054,16234200
2018-10-01,51.220001,51.990002,51.139999,51.799999,49.660145,19217800
2018-10-02,51.650002,51.799999,50.130001,50.230000,48.155006,22406800
2018-10-03,49.590000,50.099998,49.590000,49.750000,47.694828,21207600
2018-10-04,49.680000,49.779999,49.169998,49.470001,47.426399,19034000
2018-10-05,49.419998,49.770000,49.119999,49.349998,47.311348,16900200
2018-10-08,49.270000,49.639999,48.900002,49.360001,47.320946,16295800
2018-10-09,49.110001,49.400002,48.830002,48.869999,46.851181,19009800
2018-10-10,48.810001,48.980000,47.369999,47.400002,45.441906,20885400
2018-10-11,47.330002,47.889999,46.490002,46.779999,44.847515,26387600
2018-10-12,47.400002,47.750000,46.660000,47.380001,45.422741,23152800
2018-10-15,46.959999,47.619999,46.869999,47.119999,45.355354,15693400
2018-10-16,47.570000,48.419998,47.470001,48.230000,46.423782,13600200
2018-10-17,47.430000,48.240002,47.430000,47.860001,46.067642,15071100
2018-10-18,47.570000,48.139999,47.130001,47.380001,45.605625,15084800
2018-10-19,47.500000,48.240002,47.349998,47.590000,45.807755,17768400
2018-10-22,47.849998,48.490002,47.709999,47.939999,46.144642,16480200
2018-10-23,47.160000,48.320000,47.119999,47.990002,46.192780,18921500
2018-10-24,47.880001,48.299999,46.700001,46.759998,45.008835,20028200
2018-10-25,47.419998,48.290001,47.279999,47.959999,46.163898,19349300
2018-10-26,47.240002,48.070000,46.709999,47.320000,45.547867,23088700
2018-10-29,47.810001,48.090000,46.340000,47.020000,45.259102,19248700
2018-10-30,47.080002,48.619999,46.919998,48.570000,46.751053,24438200
2018-10-31,49.049999,49.450001,48.590000,48.840000,47.010941,21082900
2018-11-01,48.959999,49.240002,48.340000,48.590000,46.770302,17764900
2018-11-02,48.930000,49.020000,48.240002,48.830002,47.001320,17289300
2018-11-05,49.000000,49.130001,48.500000,49.020000,47.184196,13125800
2018-11-06,49.099998,49.470001,48.830002,49.250000,47.405582,12362700
2018-11-07,49.580002,50.500000,49.470001,50.259998,48.377758,14329800
2018-11-08,50.220001,50.500000,50.070000,50.430000,48.541393,11966600
2018-11-09,50.419998,50.820000,50.310001,50.610001,48.714653,15316100
2018-11-12,50.169998,50.380001,49.110001,49.220001,47.376705,14374400
2018-11-13,49.470001,50.000000,49.240002,49.509998,47.655846,13550600
2018-11-14,49.970001,49.970001,48.740002,48.840000,47.010941,16094000
2018-11-15,50.040001,50.689999,49.049999,50.630001,48.733910,24922800
2018-11-16,50.529999,51.450001,50.419998,51.169998,49.253681,20929600
2018-11-19,51.049999,51.099998,49.400002,49.549999,47.694351,19520500
2018-11-20,48.669998,49.070000,47.959999,48.330002,46.520039,19389600
2018-11-21,48.759998,49.180000,48.529999,48.619999,46.799183,13859500
2018-11-23,48.040001,49.119999,48.040001,48.700001,46.876186,7807300
2018-11-26,49.160000,49.160000,48.099998,48.259998,46.452660,21603800
2018-11-27,47.919998,47.980000,46.790001,47.439999,45.663364,28054600
2018-11-28,47.730000,48.250000,47.369999,48.189999,46.385284,29352900
2018-11-29,48.380001,48.380001,47.439999,47.900002,46.106144,17052100
2018-11-30,48.090000,48.840000,47.709999,48.759998,46.933933,22884500
2018-12-03,49.439999,50.119999,49.209999,49.830002,47.963867,21966600
2018-12-04,49.520000,50.220001,48.709999,48.750000,46.924309,24643500
2018-12-06,47.750000,47.770000,45.650002,46.680000,44.931835,39877000
2018-12-07,46.759998,47.040001,45.810001,46.000000,44.277298,23978000
2018-12-10,46.009998,47.080002,45.340000,46.669998,44.922203,26375500
2018-12-11,46.980000,47.130001,46.060001,46.459999,44.720070,22680200
2018-12-12,47.110001,48.110001,47.009998,47.320000,45.547867,21404000
2018-12-13,47.480000,47.549999,46.750000,47.230000,45.461239,23295400
2018-12-14,46.779999,47.029999,46.410000,46.599998,44.854824,21434300
2018-12-17,46.419998,47.230000,45.529999,45.730000,44.017414,30441100
2018-12-18,48.099998,48.340000,45.439999,45.849998,44.132915,42855600
2018-12-19,46.060001,47.439999,45.750000,46.450001,44.710449,34397300
2018-12-20,46.049999,46.950001,45.480000,46.240002,44.508316,35165200
2018-12-21,46.080002,46.209999,43.860001,44.000000,42.352196,58768400
2018-12-24,43.770000,43.820000,42.680000,42.689999,41.091255,17230400
2018-12-26,43.000000,44.610001,42.400002,44.590000,42.920109,21428900
2018-12-27,43.950001,45.090000,43.459999,44.970001,43.285877,19048700
2018-12-28,45.139999,45.770000,44.740002,44.820000,43.141491,39141200
2018-12-31,45.189999,45.500000,44.840000,45.150002,43.459137,14932600
